"INCIDENT","PENALTY","VICTIM","LOCATION","COUNTRY","WHEN","MOON_NIGHT_BEFORE","YEAR","RESULT","GOALS"
"headbutt","Yellow card","None","off field","Uruguay",41,"No Moon",2000,"Win",2
"kick in the butt","Yellow card","midfielder","his team penalty area","Uruguay",41,"Full",2000,"Loss",0
"kick in the butt","Not Caught","spectator","off field","Uruguay",7,"Half",2000,"Loss",0
"kick in the butt","None","spectator","off field","Uruguay",78,"Half",2000,"Win",0
"kick in the butt","Not Caught","referee","midfield","Uruguay",77,"Full",2000,"Draw",1
"bite","None","midfielder","off field","Uruguay",6,"No Moon",2000,"Win",0
"spit in the face","yellow card","None","his team penalty area","Uruguay",71,"Full",2000,"Win",1
"bite","Suspended for several games","midfielder","off field","Uruguay",0,"Full",2000,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2000,"Loss",2
"bite","None","forward","his team penalty area","Uruguay",37,"Full",2000,"Draw",2
"none","None","None","No location","Uruguay",90,"Full",2000,"Loss",0
"none","None","None","No location","Uruguay",90,"Full",2000,"Win",3
"bite","Yellow card","spectator","off field","Uruguay",46,"Full",2000,"Win",2
"none","None","None","No location","Uruguay",90,"Half",2000,"Win",0
"finger in the eye","Yellow card","midfielder","opponent team penalty area","Uruguay",52,"Half",2000,"Loss",3
"scratch","Yellow card","midfielder","off field","Uruguay",58,"Full",2000,"Loss",0
"kick in the butt","Yellow card","goalkeeper","midfield","Uruguay",2,"Full",2000,"Loss",0
"kick in the butt","Suspended for several games","referee","opponent team penalty area","Uruguay",85,"Full",2000,"Win",0
"bite","Suspended for several games","spectator","off field","Uruguay",86,"Full",2000,"Loss",0
"spit in the face","yellow card","defender","opponent team penalty area","Uruguay",31,"No Moon",2000,"Draw",2
"bite","Not Caught","spectator","off field","Uruguay",89,"Half",2000,"Draw",1
"none","None","None","No location","Uruguay",90,"No Moon",2000,"Draw",0
"none","None","None","No location","Uruguay",90,"No Moon",2000,"Loss",0
"scratch","None","midfielder","his team penalty area","Uruguay",13,"Full",2000,"Draw",0
"headbutt","None","None","off field","Uruguay",1,"Full",2000,"Loss",0
"none","None","None","No location","Uruguay",90,"Full",2000,"Loss",3
"bite","None","None","midfield","Uruguay",33,"Half",2000,"Win",0
"none","None","None","No location","Uruguay",90,"No Moon",2000,"Loss",2
"bite","Red Card","goalkeeper","midfield","Uruguay",86,"Full",2000,"Loss",2
"none","None","None","No location","Uruguay",90,"Half",2000,"Loss",1
"bite","Not Caught","referee","off field","Uruguay",81,"Full",2000,"Win",2
"scratch","Red Card","goalkeeper","midfield","Uruguay",69,"Full",2000,"Win",3
"bite","None","defender","his team penalty area","Uruguay",40,"No Moon",2000,"Loss",0
"finger in the eye","Not Caught","spectator","off field","Uruguay",83,"Full",2001,"Win",1
"bite","Not Caught","spectator","off field","Uruguay",82,"No Moon",2001,"Win",2
"none","None","None","No location","Uruguay",90,"Half",2001,"Loss",0
"bite","Not Caught","referee","midfield","Uruguay",80,"No Moon",2001,"Loss",2
"kick in the butt","Suspended for several games","midfielder","midfield","Uruguay",57,"Full",2001,"Win",2
"kick in the butt","None","journalist","off field","Uruguay",53,"Full",2001,"Win",1
"spit in the face","yellow card","None","his team penalty area","Uruguay",53,"No Moon",2001,"Win",0
"spit in the face","yellow card","defender","off field","Uruguay",78,"No Moon",2001,"Loss",1
"spit in the face","yellow card","spectator","off field","Uruguay",11,"Full",2001,"Loss",2
"finger in the eye","Yellow card","defender","midfield","Uruguay",63,"No Moon",2001,"Loss",0
"none","None","None","No location","Uruguay",90,"Half",2001,"Win",1
"finger in the eye","Suspended for several games","goalkeeper","opponent team penalty area","Uruguay",49,"Full",2001,"Loss",1
"bite","None","goalkeeper","his team penalty area","Uruguay",90,"No Moon",2001,"Loss",1
"bite","Not Caught","forward","his team penalty area","Uruguay",82,"Full",2001,"Win",0
"kick in the butt","Not Caught","defender","off field","Uruguay",17,"No Moon",2001,"Win",1
"spit in the face","yellow card","referee","opponent team penalty area","Uruguay",35,"Half",2001,"Win",1
"none","None","None","No location","Uruguay",90,"Half",2001,"Win",1
"bite","None","journalist","off field","Uruguay",88,"Half",2001,"Win",1
"scratch","Yellow card","goalkeeper","midfield","Uruguay",52,"Half",2001,"Win",0
"bite","Not Caught","forward","midfield","Uruguay",89,"Full",2001,"Win",0
"kick in the butt","Red Card","midfielder","opponent team penalty area","Uruguay",45,"Full",2001,"Win",1
"none","None","None","No location","Uruguay",90,"Full",2001,"Win",2
"headbutt","Not Caught","referee","opponent team penalty area","Uruguay",75,"No Moon",2001,"Draw",2
"none","None","None","No location","Uruguay",90,"Full",2001,"Loss",1
"spit in the face","yellow card","referee","his team penalty area","Uruguay",36,"No Moon",2001,"Loss",0
"kick in the butt","None","midfielder","his team penalty area","Uruguay",70,"Full",2001,"Loss",4
"bite","None","spectator","off field","Uruguay",3,"Full",2001,"Loss",1
"none","None","None","No location","Uruguay",90,"Half",2001,"Draw",1
"bite","Yellow card","defender","off field","Uruguay",11,"Full",2001,"Draw",4
"spit in the face","yellow card","defender","opponent team penalty area","Uruguay",72,"Full",2001,"Win",3
"kick in the butt","Yellow card","forward","his team penalty area","Uruguay",57,"No Moon",2001,"Loss",1
"none","None","None","No location","Uruguay",90,"Half",2001,"Win",0
"finger in the eye","Not Caught","journalist","off field","Uruguay",50,"No Moon",2001,"Win",1
"bite","Not Caught","referee","his team penalty area","Uruguay",85,"No Moon",2001,"Loss",2
"none","None","None","No location","Uruguay",90,"Full",2001,"Win",2
"none","None","None","No location","Uruguay",90,"No Moon",2001,"Win",0
"none","None","None","No location","Uruguay",90,"Half",2001,"Draw",1
"bite","Yellow card","forward","off field","Uruguay",88,"No Moon",2001,"Loss",3
"scratch","Not Caught","midfielder","his team penalty area","Uruguay",30,"Full",2001,"Loss",2
"bite","Yellow card","referee","off field","Uruguay",16,"Full",2001,"Win",1
"none","None","None","No location","Uruguay",90,"No Moon",2001,"Win",1
"headbutt","None","journalist","off field","Uruguay",66,"Half",2001,"Loss",1
"bite","None","spectator","off field","Uruguay",84,"Full",2001,"Win",0
"none","None","None","No location","Uruguay",90,"No Moon",2001,"Win",1
"scratch","Not Caught","goalkeeper","off field","Uruguay",24,"No Moon",2001,"Win",0
"scratch","Not Caught","goalkeeper","off field","Uruguay",11,"Full",2001,"Loss",2
"bite","Suspended for several games","defender","his team penalty area","Uruguay",88,"Full",2001,"Draw",0
"bite","Yellow card","None","midfield","Uruguay",85,"Full",2001,"Loss",1
"bite","Yellow card","goalkeeper","opponent team penalty area","Uruguay",67,"Half",2001,"Win",0
"finger in the eye","Yellow card","journalist","off field","Uruguay",10,"Full",2001,"Win",0
"kick in the butt","Suspended for several games","forward","off field","Uruguay",39,"No Moon",2001,"Win",3
"scratch","None","forward","off field","Uruguay",35,"No Moon",2001,"Win",2
"finger in the eye","Yellow card","journalist","off field","Uruguay",54,"Half",2001,"Win",2
"none","None","None","No location","Uruguay",90,"Full",2001,"Loss",2
"bite","Suspended for several games","referee","midfield","Uruguay",28,"Half",2001,"Loss",0
"finger in the eye","None","midfielder","midfield","Uruguay",79,"Full",2001,"Loss",0
"bite","Not Caught","spectator","off field","Uruguay",88,"Full",2001,"Win",3
"bite","Suspended for several games","goalkeeper","midfield","Uruguay",80,"Full",2001,"Win",1
"none","None","None","No location","Uruguay",90,"Full",2001,"Win",3
"bite","Red Card","None","off field","Uruguay",83,"Full",2001,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2001,"Loss",2
"bite","Suspended for several games","journalist","off field","Uruguay",90,"Half",2001,"Win",1
"scratch","Red Card","referee","opponent team penalty area","Uruguay",47,"No Moon",2001,"Win",1
"spit in the face","yellow card","spectator","off field","Uruguay",54,"No Moon",2001,"Loss",2
"bite","Suspended for several games","forward","off field","Uruguay",90,"Half",2001,"Loss",3
"spit in the face","yellow card","goalkeeper","opponent team penalty area","Uruguay",55,"Half",2001,"Loss",1
"scratch","None","None","off field","Uruguay",88,"No Moon",2001,"Draw",2
"bite","Red Card","journalist","off field","Uruguay",86,"Full",2001,"Draw",3
"spit in the face","yellow card","journalist","off field","Uruguay",2,"Half",2001,"Draw",1
"spit in the face","yellow card","referee","midfield","Uruguay",73,"Half",2001,"Draw",1
"finger in the eye","Red Card","None","midfield","Uruguay",78,"Full",2001,"Loss",0
"spit in the face","yellow card","None","his team penalty area","Uruguay",2,"No Moon",2001,"Win",3
"scratch","Yellow card","referee","his team penalty area","Uruguay",46,"Half",2001,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2001,"Win",1
"none","None","None","No location","Uruguay",90,"No Moon",2001,"Draw",2
"bite","Red Card","journalist","off field","Uruguay",84,"Full",2001,"Win",2
"scratch","Yellow card","referee","opponent team penalty area","Uruguay",24,"Half",2001,"Draw",1
"none","None","None","No location","Uruguay",90,"Full",2001,"Loss",0
"scratch","None","None","midfield","Uruguay",43,"Half",2001,"Win",2
"headbutt","Red Card","goalkeeper","his team penalty area","Uruguay",23,"Half",2001,"Win",1
"scratch","Yellow card","midfielder","opponent team penalty area","Uruguay",36,"No Moon",2001,"Win",3
"none","None","None","No location","Uruguay",90,"Half",2002,"Win",2
"kick in the butt","Suspended for several games","spectator","off field","Uruguay",65,"No Moon",2002,"Win",2
"scratch","Red Card","goalkeeper","midfield","Uruguay",25,"Half",2002,"Draw",3
"none","None","None","No location","Uruguay",90,"No Moon",2002,"Win",3
"kick in the butt","None","forward","his team penalty area","Uruguay",9,"Full",2002,"Loss",0
"bite","Suspended for several games","spectator","off field","Uruguay",88,"No Moon",2002,"Win",4
"kick in the butt","Red Card","defender","midfield","Uruguay",68,"No Moon",2002,"Draw",1
"none","None","None","No location","Uruguay",90,"Half",2002,"Win",2
"spit in the face","yellow card","defender","opponent team penalty area","Uruguay",28,"Full",2002,"Draw",0
"scratch","Red Card","goalkeeper","his team penalty area","Uruguay",31,"Full",2002,"Win",2
"bite","None","midfielder","opponent team penalty area","Uruguay",50,"No Moon",2002,"Draw",1
"none","None","None","No location","Uruguay",90,"Half",2002,"Win",1
"bite","Yellow card","journalist","off field","Uruguay",83,"Full",2002,"Loss",0
"finger in the eye","Suspended for several games","spectator","off field","Uruguay",29,"No Moon",2002,"Win",0
"scratch","Suspended for several games","goalkeeper","opponent team penalty area","Uruguay",21,"Half",2002,"Win",0
"bite","Yellow card","journalist","off field","Uruguay",36,"No Moon",2002,"Loss",0
"none","None","None","No location","Uruguay",90,"No Moon",2002,"Draw",1
"spit in the face","yellow card","midfielder","opponent team penalty area","Uruguay",89,"No Moon",2002,"Draw",1
"bite","Suspended for several games","midfielder","opponent team penalty area","Uruguay",84,"Full",2002,"Win",1
"spit in the face","yellow card","goalkeeper","midfield","Uruguay",11,"Half",2002,"Win",0
"bite","Yellow card","spectator","off field","Uruguay",89,"No Moon",2002,"Win",2
"bite","None","referee","his team penalty area","Uruguay",80,"No Moon",2002,"Win",1
"bite","Yellow card","midfielder","his team penalty area","Uruguay",63,"Full",2002,"Win",0
"kick in the butt","Not Caught","midfielder","his team penalty area","Uruguay",2,"No Moon",2002,"Win",3
"spit in the face","yellow card","journalist","off field","Uruguay",6,"Full",2002,"Win",0
"spit in the face","yellow card","defender","opponent team penalty area","Uruguay",31,"Full",2002,"Win",1
"finger in the eye","Yellow card","forward","midfield","Uruguay",70,"No Moon",2002,"Win",0
"none","None","None","No location","Uruguay",90,"Half",2002,"Loss",1
"none","None","None","No location","Uruguay",90,"Half",2002,"Draw",1
"none","None","None","No location","Uruguay",90,"Half",2002,"Win",3
"kick in the butt","Yellow card","journalist","off field","Uruguay",6,"Half",2002,"Loss",2
"none","None","None","No location","Uruguay",90,"No Moon",2002,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2002,"Win",1
"spit in the face","yellow card","journalist","off field","Uruguay",24,"Half",2002,"Loss",0
"spit in the face","yellow card","referee","midfield","Uruguay",71,"Half",2002,"Loss",0
"kick in the butt","Yellow card","forward","off field","Uruguay",46,"Half",2002,"Loss",1
"none","None","None","No location","Uruguay",90,"Half",2002,"Win",2
"finger in the eye","None","forward","his team penalty area","Uruguay",50,"Half",2002,"Loss",0
"headbutt","Not Caught","referee","off field","Uruguay",77,"Full",2002,"Win",3
"none","None","None","No location","Uruguay",90,"Full",2002,"Win",1
"spit in the face","yellow card","goalkeeper","off field","Uruguay",56,"Full",2002,"Win",0
"spit in the face","yellow card","journalist","off field","Uruguay",33,"Full",2002,"Win",3
"none","None","None","No location","Uruguay",90,"Half",2002,"Win",2
"kick in the butt","None","forward","opponent team penalty area","Uruguay",35,"Half",2002,"Win",1
"finger in the eye","None","forward","his team penalty area","Uruguay",53,"Half",2002,"Draw",1
"spit in the face","yellow card","goalkeeper","midfield","Uruguay",24,"Full",2002,"Loss",0
"headbutt","Yellow card","spectator","off field","Uruguay",53,"Full",2002,"Loss",0
"spit in the face","yellow card","defender","off field","Uruguay",62,"No Moon",2002,"Draw",2
"bite","Yellow card","journalist","off field","Uruguay",49,"Full",2002,"Win",1
"scratch","Red Card","journalist","off field","Uruguay",11,"Half",2002,"Loss",1
"none","None","None","No location","Uruguay",90,"Full",2002,"Win",2
"none","None","None","No location","Uruguay",90,"No Moon",2002,"Draw",0
"headbutt","Yellow card","defender","opponent team penalty area","Uruguay",74,"No Moon",2002,"Win",2
"bite","Suspended for several games","referee","opponent team penalty area","Uruguay",86,"No Moon",2002,"Win",0
"spit in the face","yellow card","spectator","off field","Uruguay",38,"Half",2002,"Win",0
"scratch","Red Card","goalkeeper","opponent team penalty area","Uruguay",88,"Full",2002,"Win",1
"bite","Red Card","goalkeeper","opponent team penalty area","Uruguay",82,"Full",2002,"Draw",1
"finger in the eye","Red Card","spectator","off field","Uruguay",71,"No Moon",2002,"Win",0
"finger in the eye","None","defender","opponent team penalty area","Uruguay",64,"No Moon",2002,"Win",3
"none","None","None","No location","Uruguay",90,"Full",2002,"Win",3
"kick in the butt","Suspended for several games","journalist","off field","Uruguay",46,"Half",2002,"Draw",0
"bite","Suspended for several games","midfielder","his team penalty area","Uruguay",22,"No Moon",2002,"Win",1
"bite","None","spectator","off field","Uruguay",88,"Full",2002,"Loss",1
"bite","Not Caught","referee","off field","Uruguay",69,"No Moon",2002,"Win",0
"none","None","None","No location","Uruguay",90,"No Moon",2002,"Win",2
"finger in the eye","Suspended for several games","forward","midfield","Uruguay",63,"Full",2002,"Loss",1
"bite","Not Caught","journalist","off field","Uruguay",6,"Half",2002,"Win",2
"bite","Yellow card","goalkeeper","opponent team penalty area","Uruguay",70,"Full",2002,"Win",2
"bite","Not Caught","forward","opponent team penalty area","Uruguay",37,"Full",2002,"Win",0
"bite","Suspended for several games","spectator","off field","Uruguay",80,"Half",2002,"Draw",0
"scratch","Yellow card","forward","opponent team penalty area","Uruguay",34,"Full",2002,"Loss",3
"kick in the butt","Suspended for several games","goalkeeper","his team penalty area","Uruguay",44,"Full",2002,"Loss",2
"kick in the butt","Not Caught","midfielder","opponent team penalty area","Uruguay",69,"No Moon",2002,"Loss",3
"spit in the face","yellow card","forward","midfield","Uruguay",47,"Full",2002,"Win",3
"headbutt","None","forward","his team penalty area","Uruguay",21,"Half",2002,"Loss",2
"bite","Red Card","referee","opponent team penalty area","Uruguay",65,"Full",2002,"Win",1
"finger in the eye","Red Card","spectator","off field","Uruguay",26,"Full",2002,"Win",1
"spit in the face","yellow card","defender","opponent team penalty area","Uruguay",76,"Full",2002,"Win",1
"none","None","None","No location","Uruguay",90,"Full",2003,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2003,"Win",1
"headbutt","Not Caught","midfielder","his team penalty area","Uruguay",33,"Half",2003,"Loss",2
"scratch","Yellow card","spectator","off field","Uruguay",15,"Full",2003,"Loss",2
"spit in the face","yellow card","midfielder","his team penalty area","Uruguay",32,"Half",2003,"Win",2
"bite","Not Caught","defender","his team penalty area","Uruguay",8,"Full",2003,"Draw",1
"finger in the eye","Not Caught","journalist","off field","Uruguay",39,"Half",2003,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2003,"Win",0
"finger in the eye","Red Card","midfielder","opponent team penalty area","Uruguay",90,"Full",2003,"Win",1
"spit in the face","yellow card","forward","midfield","Uruguay",73,"Half",2003,"Loss",0
"bite","Red Card","midfielder","off field","Uruguay",2,"Full",2003,"Win",0
"bite","Yellow card","defender","off field","Uruguay",87,"Half",2003,"Loss",1
"none","None","None","No location","Uruguay",90,"Half",2003,"Draw",0
"none","None","None","No location","Uruguay",90,"Half",2003,"Win",0
"none","None","None","No location","Uruguay",90,"Half",2003,"Win",0
"bite","Not Caught","None","midfield","Uruguay",83,"Full",2003,"Win",0
"scratch","Not Caught","referee","his team penalty area","Uruguay",44,"Full",2003,"Win",0
"kick in the butt","Suspended for several games","referee","his team penalty area","Uruguay",85,"Half",2003,"Win",0
"finger in the eye","Yellow card","None","off field","Uruguay",82,"Full",2003,"Loss",2
"spit in the face","yellow card","journalist","off field","Uruguay",20,"No Moon",2003,"Loss",0
"bite","Red Card","None","off field","Uruguay",46,"Half",2003,"Draw",1
"scratch","Not Caught","referee","opponent team penalty area","Uruguay",4,"Half",2003,"Loss",0
"kick in the butt","Not Caught","goalkeeper","opponent team penalty area","Uruguay",22,"Half",2003,"Loss",0
"bite","Not Caught","None","off field","Uruguay",86,"Full",2003,"Draw",3
"bite","None","forward","midfield","Uruguay",82,"Full",2003,"Loss",2
"spit in the face","yellow card","referee","midfield","Uruguay",23,"Half",2003,"Draw",0
"bite","None","spectator","off field","Uruguay",28,"Full",2003,"Win",0
"kick in the butt","Red Card","goalkeeper","his team penalty area","Uruguay",43,"Half",2003,"Loss",0
"spit in the face","yellow card","spectator","off field","Uruguay",5,"Half",2003,"Win",1
"none","None","None","No location","Uruguay",90,"No Moon",2003,"Draw",0
"kick in the butt","Red Card","spectator","off field","Uruguay",44,"Half",2003,"Loss",0
"headbutt","Suspended for several games","goalkeeper","off field","Uruguay",49,"No Moon",2003,"Draw",0
"kick in the butt","Not Caught","midfielder","midfield","Uruguay",84,"Full",2003,"Draw",1
"bite","Suspended for several games","defender","his team penalty area","Uruguay",25,"Full",2003,"Loss",1
"scratch","Red Card","goalkeeper","off field","Uruguay",24,"Full",2003,"Draw",2
"kick in the butt","Not Caught","forward","off field","Uruguay",7,"Full",2003,"Loss",0
"kick in the butt","Suspended for several games","spectator","off field","Uruguay",66,"No Moon",2003,"Loss",0
"finger in the eye","Suspended for several games","spectator","off field","Uruguay",1,"No Moon",2003,"Win",1
"none","None","None","No location","Uruguay",90,"Half",2003,"Loss",1
"headbutt","Red Card","midfielder","opponent team penalty area","Uruguay",37,"No Moon",2003,"Draw",2
"spit in the face","yellow card","referee","his team penalty area","Uruguay",70,"Half",2003,"Loss",0
"none","None","None","No location","Uruguay",90,"No Moon",2003,"Draw",1
"scratch","None","goalkeeper","opponent team penalty area","Uruguay",10,"Half",2003,"Win",2
"scratch","Red Card","referee","midfield","Uruguay",77,"Full",2003,"Win",2
"bite","Suspended for several games","None","off field","Uruguay",52,"Half",2003,"Win",2
"bite","Suspended for several games","midfielder","off field","Uruguay",40,"Full",2003,"Loss",2
"spit in the face","yellow card","defender","opponent team penalty area","Uruguay",29,"Half",2003,"Loss",2
"spit in the face","yellow card","spectator","off field","Uruguay",54,"Half",2003,"Draw",1
"finger in the eye","Not Caught","journalist","off field","Uruguay",51,"Half",2003,"Win",0
"headbutt","Not Caught","spectator","off field","Uruguay",78,"No Moon",2003,"Loss",0
"headbutt","Suspended for several games","goalkeeper","midfield","Uruguay",42,"Half",2003,"Win",2
"scratch","Red Card","goalkeeper","midfield","Uruguay",86,"Full",2003,"Win",1
"scratch","None","referee","opponent team penalty area","Uruguay",65,"No Moon",2003,"Draw",1
"none","None","None","No location","Uruguay",90,"Half",2003,"Draw",1
"finger in the eye","Yellow card","referee","off field","Uruguay",26,"Full",2003,"Win",1
"finger in the eye","Not Caught","midfielder","midfield","Uruguay",50,"Half",2003,"Draw",0
"none","None","None","No location","Uruguay",90,"Full",2003,"Win",0
"finger in the eye","Red Card","midfielder","midfield","Uruguay",82,"Full",2003,"Win",0
"none","None","None","No location","Uruguay",90,"Half",2003,"Draw",2
"none","None","None","No location","Uruguay",90,"No Moon",2003,"Win",1
"bite","Yellow card","spectator","off field","Uruguay",82,"Full",2003,"Win",0
"kick in the butt","None","journalist","off field","Uruguay",28,"No Moon",2003,"Win",0
"finger in the eye","Suspended for several games","goalkeeper","opponent team penalty area","Uruguay",62,"Full",2003,"Win",2
"kick in the butt","Red Card","referee","opponent team penalty area","Uruguay",74,"Full",2003,"Win",3
"bite","Not Caught","defender","his team penalty area","Uruguay",38,"No Moon",2003,"Win",2
"headbutt","Yellow card","referee","opponent team penalty area","Uruguay",63,"Half",2003,"Draw",2
"bite","Not Caught","goalkeeper","his team penalty area","Uruguay",88,"Full",2003,"Draw",1
"headbutt","Yellow card","goalkeeper","his team penalty area","Uruguay",55,"Full",2003,"Win",1
"none","None","None","No location","Uruguay",90,"Full",2004,"Win",2
"finger in the eye","None","spectator","off field","Uruguay",79,"Half",2004,"Loss",1
"kick in the butt","Red Card","spectator","off field","Uruguay",21,"Half",2004,"Win",3
"kick in the butt","Red Card","goalkeeper","off field","Uruguay",61,"Full",2004,"Draw",1
"kick in the butt","Not Caught","goalkeeper","his team penalty area","Uruguay",5,"Half",2004,"Loss",0
"finger in the eye","Suspended for several games","referee","off field","Uruguay",17,"Half",2004,"Draw",0
"bite","None","referee","midfield","Uruguay",82,"Half",2004,"Draw",0
"scratch","Yellow card","referee","midfield","Uruguay",58,"Full",2004,"Loss",2
"none","None","None","No location","Uruguay",90,"Half",2004,"Win",0
"headbutt","None","referee","off field","Uruguay",61,"Half",2004,"Win",0
"spit in the face","yellow card","spectator","off field","Uruguay",55,"Half",2004,"Draw",0
"none","None","None","No location","Uruguay",90,"No Moon",2004,"Win",0
"kick in the butt","Suspended for several games","None","his team penalty area","Uruguay",55,"No Moon",2004,"Win",3
"scratch","Suspended for several games","spectator","off field","Uruguay",32,"Half",2004,"Win",3
"spit in the face","yellow card","spectator","off field","Uruguay",21,"Full",2004,"Win",0
"none","None","None","No location","Uruguay",90,"Full",2004,"Win",0
"bite","Red Card","goalkeeper","midfield","Uruguay",83,"Full",2004,"Loss",1
"scratch","Suspended for several games","forward","midfield","Uruguay",1,"Full",2004,"Win",0
"bite","None","None","midfield","Uruguay",90,"Full",2004,"Loss",1
"kick in the butt","Red Card","goalkeeper","off field","Uruguay",51,"Half",2004,"Win",0
"scratch","Yellow card","goalkeeper","midfield","Uruguay",2,"Full",2004,"Win",1
"bite","Not Caught","journalist","off field","Uruguay",85,"Half",2004,"Draw",0
"finger in the eye","Suspended for several games","forward","midfield","Uruguay",1,"Half",2004,"Loss",1
"bite","None","goalkeeper","his team penalty area","Uruguay",89,"Full",2004,"Win",0
"none","None","None","No location","Uruguay",90,"No Moon",2004,"Draw",0
"headbutt","Suspended for several games","midfielder","his team penalty area","Uruguay",80,"No Moon",2004,"Draw",2
"finger in the eye","None","None","midfield","Uruguay",84,"No Moon",2004,"Draw",1
"kick in the butt","Yellow card","forward","off field","Uruguay",9,"Full",2004,"Win",2
"bite","None","goalkeeper","his team penalty area","Uruguay",22,"Half",2004,"Draw",0
"none","None","None","No location","Uruguay",90,"No Moon",2004,"Draw",2
"bite","Not Caught","journalist","off field","Uruguay",31,"Full",2004,"Win",1
"bite","Suspended for several games","goalkeeper","off field","Uruguay",87,"No Moon",2004,"Win",1
"scratch","Suspended for several games","forward","opponent team penalty area","Uruguay",33,"Full",2004,"Draw",0
"headbutt","Red Card","journalist","off field","Uruguay",80,"Half",2004,"Draw",1
"none","None","None","No location","Uruguay",90,"No Moon",2004,"Loss",0
"headbutt","Red Card","spectator","off field","Uruguay",41,"No Moon",2004,"Win",0
"headbutt","Red Card","goalkeeper","his team penalty area","Uruguay",15,"Full",2004,"Win",0
"finger in the eye","Not Caught","goalkeeper","his team penalty area","Uruguay",55,"Half",2004,"Draw",2
"kick in the butt","None","midfielder","off field","Uruguay",71,"No Moon",2004,"Win",2
"headbutt","Yellow card","forward","his team penalty area","Uruguay",23,"Full",2004,"Draw",1
"finger in the eye","Yellow card","midfielder","midfield","Uruguay",88,"Full",2004,"Win",1
"bite","Yellow card","midfielder","opponent team penalty area","Uruguay",86,"Full",2004,"Draw",0
"kick in the butt","Yellow card","journalist","off field","Uruguay",43,"Full",2004,"Win",1
"bite","Yellow card","None","midfield","Uruguay",83,"Half",2004,"Loss",2
"none","None","None","No location","Uruguay",90,"Half",2004,"Loss",0
"headbutt","Red Card","defender","opponent team penalty area","Uruguay",67,"No Moon",2004,"Draw",1
"scratch","None","journalist","off field","Uruguay",25,"Full",2004,"Win",0
"finger in the eye","Not Caught","midfielder","midfield","Uruguay",17,"Half",2004,"Loss",3
"spit in the face","yellow card","midfielder","opponent team penalty area","Uruguay",34,"No Moon",2004,"Draw",1
"spit in the face","yellow card","goalkeeper","opponent team penalty area","Uruguay",88,"No Moon",2004,"Draw",1
"bite","None","journalist","off field","Uruguay",85,"Full",2004,"Win",1
"bite","Suspended for several games","referee","off field","Uruguay",8,"No Moon",2004,"Loss",2
"finger in the eye","None","goalkeeper","midfield","Uruguay",87,"No Moon",2004,"Loss",1
"none","None","None","No location","Uruguay",90,"Half",2004,"Draw",0
"spit in the face","yellow card","goalkeeper","his team penalty area","Uruguay",12,"No Moon",2004,"Win",0
"scratch","Red Card","spectator","off field","Uruguay",51,"Full",2004,"Draw",1
"headbutt","Not Caught","journalist","off field","Uruguay",37,"No Moon",2004,"Draw",2
"spit in the face","yellow card","forward","his team penalty area","Uruguay",18,"No Moon",2004,"Win",0
"bite","Red Card","goalkeeper","opponent team penalty area","Uruguay",87,"Half",2004,"Loss",1
"scratch","Suspended for several games","forward","his team penalty area","Uruguay",47,"Full",2004,"Draw",0
"headbutt","Not Caught","journalist","off field","Uruguay",64,"Full",2004,"Loss",2
"bite","Red Card","defender","his team penalty area","Uruguay",9,"Full",2004,"Loss",0
"headbutt","Red Card","forward","off field","Uruguay",23,"No Moon",2004,"Win",2
"spit in the face","yellow card","spectator","off field","Uruguay",6,"No Moon",2004,"Loss",2
"bite","Yellow card","defender","opponent team penalty area","Uruguay",34,"Full",2004,"Loss",0
"bite","Not Caught","journalist","off field","Uruguay",83,"Full",2004,"Draw",2
"headbutt","Red Card","defender","off field","Uruguay",21,"Half",2004,"Draw",1
"headbutt","Not Caught","midfielder","opponent team penalty area","Uruguay",68,"Half",2004,"Win",0
"headbutt","Not Caught","forward","his team penalty area","Uruguay",43,"No Moon",2004,"Draw",1
"bite","Suspended for several games","spectator","off field","Uruguay",5,"No Moon",2004,"Win",2
"bite","None","None","off field","Uruguay",80,"Full",2004,"Win",2
"bite","Not Caught","referee","off field","Uruguay",73,"Half",2004,"Loss",2
"none","None","None","No location","Uruguay",90,"No Moon",2004,"Draw",2
"kick in the butt","Yellow card","forward","opponent team penalty area","Uruguay",54,"Half",2004,"Win",3
"headbutt","Suspended for several games","journalist","off field","Uruguay",8,"Half",2004,"Win",2
"bite","Red Card","defender","off field","Uruguay",22,"No Moon",2004,"Loss",1
"kick in the butt","Red Card","spectator","off field","Uruguay",29,"Half",2004,"Win",1
"bite","Not Caught","defender","off field","Uruguay",85,"Half",2004,"Win",0
"bite","Yellow card","None","his team penalty area","Uruguay",53,"Full",2004,"Win",0
"none","None","None","No location","Uruguay",90,"Half",2004,"Draw",2
"finger in the eye","Not Caught","defender","opponent team penalty area","Uruguay",32,"Half",2004,"Draw",0
"bite","Not Caught","goalkeeper","midfield","Uruguay",88,"No Moon",2004,"Draw",2
"finger in the eye","Yellow card","journalist","off field","Uruguay",61,"Full",2004,"Loss",0
"spit in the face","yellow card","forward","midfield","Uruguay",66,"Full",2004,"Win",1
