ID,INCIDENT,PENALTY,VICTIM,LOCATION,COUNTRY,WHEN,MOON_NIGHT_BEFORE,YEAR,RESULT,GOALS
715,not bite,None,None,No location,Uruguay,90,No Moon,2000,Loss,2
716,bite,Red Card,goalkeeper,midfield,Uruguay,86,Full,2000,Loss,2
717,not bite,None,None,No location,Uruguay,90,Half,2000,Loss,1
718,bite,Not Caught,referee,off field,Uruguay,81,Full,2000,Win,2
719,not bite,Red Card,goalkeeper,midfield,Uruguay,69,Full,2000,Win,3
720,bite,None,defender,his team penalty area,Uruguay,40,No Moon,2000,Loss,0
721,not bite,Not Caught,spectator,off field,Uruguay,83,Full,2001,Win,1
722,bite,Not Caught,spectator,off field,Uruguay,82,No Moon,2001,Win,2
723,not bite,None,None,No location,Uruguay,90,Half,2001,Loss,0
724,bite,Not Caught,referee,midfield,Uruguay,80,No Moon,2001,Loss,2
725,not bite,Suspended for several games,midfielder,midfield,Uruguay,57,Full,2001,Win,2
726,not bite,None,journalist,off field,Uruguay,53,Full,2001,Win,1
727,not bite,yellow card,None,his team penalty area,Uruguay,53,No Moon,2001,Win,0
728,not bite,yellow card,defender,off field,Uruguay,78,No Moon,2001,Loss,1
729,not bite,yellow card,spectator,off field,Uruguay,11,Full,2001,Loss,2
730,not bite,Yellow card,defender,midfield,Uruguay,63,No Moon,2001,Loss,0
731,not bite,None,None,No location,Uruguay,90,Half,2001,Win,1
732,not bite,Suspended for several games,goalkeeper,opponent team penalty area,Uruguay,49,Full,2001,Loss,1
733,bite,None,goalkeeper,his team penalty area,Uruguay,90,No Moon,2001,Loss,1
734,bite,Not Caught,forward,his team penalty area,Uruguay,82,Full,2001,Win,0
735,not bite,Not Caught,defender,off field,Uruguay,17,No Moon,2001,Win,1
736,not bite,yellow card,referee,opponent team penalty area,Uruguay,35,Half,2001,Win,1
737,not bite,None,None,No location,Uruguay,90,Half,2001,Win,1
738,bite,None,journalist,off field,Uruguay,88,Half,2001,Win,1
739,not bite,Yellow card,goalkeeper,midfield,Uruguay,52,Half,2001,Win,0
740,bite,Not Caught,forward,midfield,Uruguay,89,Full,2001,Win,0
741,not bite,Red Card,midfielder,opponent team penalty area,Uruguay,45,Full,2001,Win,1
742,not bite,None,None,No location,Uruguay,90,Full,2001,Win,2
743,not bite,Not Caught,referee,opponent team penalty area,Uruguay,75,No Moon,2001,Draw,2
744,not bite,None,None,No location,Uruguay,90,Full,2001,Loss,1
745,not bite,yellow card,referee,his team penalty area,Uruguay,36,No Moon,2001,Loss,0
746,not bite,None,midfielder,his team penalty area,Uruguay,70,Full,2001,Loss,4
747,bite,None,spectator,off field,Uruguay,3,Full,2001,Loss,1
748,not bite,None,None,No location,Uruguay,90,Half,2001,Draw,1
749,bite,Yellow card,defender,off field,Uruguay,11,Full,2001,Draw,4
750,not bite,yellow card,defender,opponent team penalty area,Uruguay,72,Full,2001,Win,3
751,not bite,Yellow card,forward,his team penalty area,Uruguay,57,No Moon,2001,Loss,1
752,not bite,None,None,No location,Uruguay,90,Half,2001,Win,0
753,not bite,Not Caught,journalist,off field,Uruguay,50,No Moon,2001,Win,1
754,bite,Not Caught,referee,his team penalty area,Uruguay,85,No Moon,2001,Loss,2
755,not bite,None,None,No location,Uruguay,90,Full,2001,Win,2
756,not bite,None,None,No location,Uruguay,90,No Moon,2001,Win,0
757,not bite,None,None,No location,Uruguay,90,Half,2001,Draw,1
758,bite,Yellow card,forward,off field,Uruguay,88,No Moon,2001,Loss,3
759,not bite,Not Caught,midfielder,his team penalty area,Uruguay,30,Full,2001,Loss,2
760,bite,Yellow card,referee,off field,Uruguay,16,Full,2001,Win,1
761,not bite,None,None,No location,Uruguay,90,No Moon,2001,Win,1
762,not bite,None,journalist,off field,Uruguay,66,Half,2001,Loss,1
763,bite,None,spectator,off field,Uruguay,84,Full,2001,Win,0
764,not bite,None,None,No location,Uruguay,90,No Moon,2001,Win,1
765,not bite,Not Caught,goalkeeper,off field,Uruguay,24,No Moon,2001,Win,0
766,not bite,Not Caught,goalkeeper,off field,Uruguay,11,Full,2001,Loss,2
767,bite,Suspended for several games,defender,his team penalty area,Uruguay,88,Full,2001,Draw,0
768,bite,Yellow card,None,midfield,Uruguay,85,Full,2001,Loss,1
769,bite,Yellow card,goalkeeper,opponent team penalty area,Uruguay,67,Half,2001,Win,0
770,not bite,Yellow card,journalist,off field,Uruguay,10,Full,2001,Win,0
771,not bite,Suspended for several games,forward,off field,Uruguay,39,No Moon,2001,Win,3
772,not bite,None,forward,off field,Uruguay,35,No Moon,2001,Win,2
773,not bite,Yellow card,journalist,off field,Uruguay,54,Half,2001,Win,2
774,not bite,None,None,No location,Uruguay,90,Full,2001,Loss,2
775,bite,Suspended for several games,referee,midfield,Uruguay,28,Half,2001,Loss,0
776,not bite,None,midfielder,midfield,Uruguay,79,Full,2001,Loss,0
777,bite,Not Caught,spectator,off field,Uruguay,88,Full,2001,Win,3
778,bite,Suspended for several games,goalkeeper,midfield,Uruguay,80,Full,2001,Win,1
779,not bite,None,None,No location,Uruguay,90,Full,2001,Win,3
780,bite,Red Card,None,off field,Uruguay,83,Full,2001,Win,0
781,not bite,None,None,No location,Uruguay,90,Full,2001,Loss,2
782,bite,Suspended for several games,journalist,off field,Uruguay,90,Half,2001,Win,1
783,not bite,Red Card,referee,opponent team penalty area,Uruguay,47,No Moon,2001,Win,1
784,not bite,yellow card,spectator,off field,Uruguay,54,No Moon,2001,Loss,2
785,bite,Suspended for several games,forward,off field,Uruguay,90,Half,2001,Loss,3
786,not bite,yellow card,goalkeeper,opponent team penalty area,Uruguay,55,Half,2001,Loss,1
787,not bite,None,None,off field,Uruguay,88,No Moon,2001,Draw,2
788,bite,Red Card,journalist,off field,Uruguay,86,Full,2001,Draw,3
789,not bite,yellow card,journalist,off field,Uruguay,2,Half,2001,Draw,1
790,not bite,yellow card,referee,midfield,Uruguay,73,Half,2001,Draw,1
791,not bite,Red Card,None,midfield,Uruguay,78,Full,2001,Loss,0
792,not bite,yellow card,None,his team penalty area,Uruguay,2,No Moon,2001,Win,3
793,not bite,Yellow card,referee,his team penalty area,Uruguay,46,Half,2001,Win,0
794,not bite,None,None,No location,Uruguay,90,Full,2001,Win,1
795,not bite,None,None,No location,Uruguay,90,No Moon,2001,Draw,2
796,bite,Red Card,journalist,off field,Uruguay,84,Full,2001,Win,2
797,not bite,Yellow card,referee,opponent team penalty area,Uruguay,24,Half,2001,Draw,1
798,not bite,None,None,No location,Uruguay,90,Full,2001,Loss,0
799,not bite,None,None,midfield,Uruguay,43,Half,2001,Win,2
800,not bite,Red Card,goalkeeper,his team penalty area,Uruguay,23,Half,2001,Win,1
801,not bite,Yellow card,midfielder,opponent team penalty area,Uruguay,36,No Moon,2001,Win,3
802,not bite,None,None,No location,Uruguay,90,Half,2002,Win,2
803,not bite,Suspended for several games,spectator,off field,Uruguay,65,No Moon,2002,Win,2
804,not bite,Red Card,goalkeeper,midfield,Uruguay,25,Half,2002,Draw,3
805,not bite,None,None,No location,Uruguay,90,No Moon,2002,Win,3
806,not bite,None,forward,his team penalty area,Uruguay,9,Full,2002,Loss,0
807,bite,Suspended for several games,spectator,off field,Uruguay,88,No Moon,2002,Win,4
808,not bite,Red Card,defender,midfield,Uruguay,68,No Moon,2002,Draw,1
809,not bite,None,None,No location,Uruguay,90,Half,2002,Win,2
810,not bite,yellow card,defender,opponent team penalty area,Uruguay,28,Full,2002,Draw,0
811,not bite,Red Card,goalkeeper,his team penalty area,Uruguay,31,Full,2002,Win,2
812,bite,None,midfielder,opponent team penalty area,Uruguay,50,No Moon,2002,Draw,1
813,not bite,None,None,No location,Uruguay,90,Half,2002,Win,1
814,bite,Yellow card,journalist,off field,Uruguay,83,Full,2002,Loss,0
815,not bite,Suspended for several games,spectator,off field,Uruguay,29,No Moon,2002,Win,0
816,not bite,Suspended for several games,goalkeeper,opponent team penalty area,Uruguay,21,Half,2002,Win,0
817,bite,Yellow card,journalist,off field,Uruguay,36,No Moon,2002,Loss,0
818,not bite,None,None,No location,Uruguay,90,No Moon,2002,Draw,1
819,not bite,yellow card,midfielder,opponent team penalty area,Uruguay,89,No Moon,2002,Draw,1
820,bite,Suspended for several games,midfielder,opponent team penalty area,Uruguay,84,Full,2002,Win,1
821,not bite,yellow card,goalkeeper,midfield,Uruguay,11,Half,2002,Win,0
822,bite,Yellow card,spectator,off field,Uruguay,89,No Moon,2002,Win,2
823,bite,None,referee,his team penalty area,Uruguay,80,No Moon,2002,Win,1
824,bite,Yellow card,midfielder,his team penalty area,Uruguay,63,Full,2002,Win,0
825,not bite,Not Caught,midfielder,his team penalty area,Uruguay,2,No Moon,2002,Win,3
826,not bite,yellow card,journalist,off field,Uruguay,6,Full,2002,Win,0
827,not bite,yellow card,defender,opponent team penalty area,Uruguay,31,Full,2002,Win,1
828,not bite,Yellow card,forward,midfield,Uruguay,70,No Moon,2002,Win,0
829,not bite,None,None,No location,Uruguay,90,Half,2002,Loss,1
830,not bite,None,None,No location,Uruguay,90,Half,2002,Draw,1
831,not bite,None,None,No location,Uruguay,90,Half,2002,Win,3
832,not bite,Yellow card,journalist,off field,Uruguay,6,Half,2002,Loss,2
833,not bite,None,None,No location,Uruguay,90,No Moon,2002,Win,0
834,not bite,None,None,No location,Uruguay,90,Full,2002,Win,1
835,not bite,yellow card,journalist,off field,Uruguay,24,Half,2002,Loss,0
836,not bite,yellow card,referee,midfield,Uruguay,71,Half,2002,Loss,0
837,not bite,Yellow card,forward,off field,Uruguay,46,Half,2002,Loss,1
838,not bite,None,None,No location,Uruguay,90,Half,2002,Win,2
839,not bite,None,forward,his team penalty area,Uruguay,50,Half,2002,Loss,0
840,not bite,Not Caught,referee,off field,Uruguay,77,Full,2002,Win,3
841,not bite,None,None,No location,Uruguay,90,Full,2002,Win,1
842,not bite,yellow card,goalkeeper,off field,Uruguay,56,Full,2002,Win,0
843,not bite,yellow card,journalist,off field,Uruguay,33,Full,2002,Win,3
844,not bite,None,None,No location,Uruguay,90,Half,2002,Win,2
845,not bite,None,forward,opponent team penalty area,Uruguay,35,Half,2002,Win,1
846,not bite,None,forward,his team penalty area,Uruguay,53,Half,2002,Draw,1
847,not bite,yellow card,goalkeeper,midfield,Uruguay,24,Full,2002,Loss,0
848,not bite,Yellow card,spectator,off field,Uruguay,53,Full,2002,Loss,0
849,not bite,yellow card,defender,off field,Uruguay,62,No Moon,2002,Draw,2
850,bite,Yellow card,journalist,off field,Uruguay,49,Full,2002,Win,1
851,not bite,Red Card,journalist,off field,Uruguay,11,Half,2002,Loss,1
852,not bite,None,None,No location,Uruguay,90,Full,2002,Win,2
853,not bite,None,None,No location,Uruguay,90,No Moon,2002,Draw,0
854,not bite,Yellow card,defender,opponent team penalty area,Uruguay,74,No Moon,2002,Win,2
855,bite,Suspended for several games,referee,opponent team penalty area,Uruguay,86,No Moon,2002,Win,0
856,not bite,yellow card,spectator,off field,Uruguay,38,Half,2002,Win,0
857,not bite,Red Card,goalkeeper,opponent team penalty area,Uruguay,88,Full,2002,Win,1
858,bite,Red Card,goalkeeper,opponent team penalty area,Uruguay,82,Full,2002,Draw,1
859,not bite,Red Card,spectator,off field,Uruguay,71,No Moon,2002,Win,0
860,not bite,None,defender,opponent team penalty area,Uruguay,64,No Moon,2002,Win,3
861,not bite,None,None,No location,Uruguay,90,Full,2002,Win,3
862,not bite,Suspended for several games,journalist,off field,Uruguay,46,Half,2002,Draw,0
863,bite,Suspended for several games,midfielder,his team penalty area,Uruguay,22,No Moon,2002,Win,1
864,bite,None,spectator,off field,Uruguay,88,Full,2002,Loss,1
865,bite,Not Caught,referee,off field,Uruguay,69,No Moon,2002,Win,0
866,not bite,None,None,No location,Uruguay,90,No Moon,2002,Win,2
867,not bite,Suspended for several games,forward,midfield,Uruguay,63,Full,2002,Loss,1
868,bite,Not Caught,journalist,off field,Uruguay,6,Half,2002,Win,2
869,bite,Yellow card,goalkeeper,opponent team penalty area,Uruguay,70,Full,2002,Win,2
870,bite,Not Caught,forward,opponent team penalty area,Uruguay,37,Full,2002,Win,0
871,bite,Suspended for several games,spectator,off field,Uruguay,80,Half,2002,Draw,0
872,not bite,Yellow card,forward,opponent team penalty area,Uruguay,34,Full,2002,Loss,3
873,not bite,Suspended for several games,goalkeeper,his team penalty area,Uruguay,44,Full,2002,Loss,2
874,not bite,Not Caught,midfielder,opponent team penalty area,Uruguay,69,No Moon,2002,Loss,3
875,not bite,yellow card,forward,midfield,Uruguay,47,Full,2002,Win,3
876,not bite,None,forward,his team penalty area,Uruguay,21,Half,2002,Loss,2
877,bite,Red Card,referee,opponent team penalty area,Uruguay,65,Full,2002,Win,1
878,not bite,Red Card,spectator,off field,Uruguay,26,Full,2002,Win,1
879,not bite,yellow card,defender,opponent team penalty area,Uruguay,76,Full,2002,Win,1
880,not bite,None,None,No location,Uruguay,90,Full,2003,Win,0
881,not bite,None,None,No location,Uruguay,90,Full,2003,Win,1
882,not bite,Not Caught,midfielder,his team penalty area,Uruguay,33,Half,2003,Loss,2
883,not bite,Yellow card,spectator,off field,Uruguay,15,Full,2003,Loss,2
884,not bite,yellow card,midfielder,his team penalty area,Uruguay,32,Half,2003,Win,2
885,bite,Not Caught,defender,his team penalty area,Uruguay,8,Full,2003,Draw,1
886,not bite,Not Caught,journalist,off field,Uruguay,39,Half,2003,Win,0
887,not bite,None,None,No location,Uruguay,90,Full,2003,Win,0
888,not bite,Red Card,midfielder,opponent team penalty area,Uruguay,90,Full,2003,Win,1
889,not bite,yellow card,forward,midfield,Uruguay,73,Half,2003,Loss,0
890,bite,Red Card,midfielder,off field,Uruguay,2,Full,2003,Win,0
891,bite,Yellow card,defender,off field,Uruguay,87,Half,2003,Loss,1
892,not bite,None,None,No location,Uruguay,90,Half,2003,Draw,0
893,not bite,None,None,No location,Uruguay,90,Half,2003,Win,0
894,not bite,None,None,No location,Uruguay,90,Half,2003,Win,0
895,bite,Not Caught,None,midfield,Uruguay,83,Full,2003,Win,0
896,not bite,Not Caught,referee,his team penalty area,Uruguay,44,Full,2003,Win,0
897,not bite,Suspended for several games,referee,his team penalty area,Uruguay,85,Half,2003,Win,0
898,not bite,Yellow card,None,off field,Uruguay,82,Full,2003,Loss,2
899,not bite,yellow card,journalist,off field,Uruguay,20,No Moon,2003,Loss,0
900,bite,Red Card,None,off field,Uruguay,46,Half,2003,Draw,1
901,not bite,Not Caught,referee,opponent team penalty area,Uruguay,4,Half,2003,Loss,0
902,not bite,Not Caught,goalkeeper,opponent team penalty area,Uruguay,22,Half,2003,Loss,0
903,bite,Not Caught,None,off field,Uruguay,86,Full,2003,Draw,3
904,bite,None,forward,midfield,Uruguay,82,Full,2003,Loss,2
905,not bite,yellow card,referee,midfield,Uruguay,23,Half,2003,Draw,0
906,bite,None,spectator,off field,Uruguay,28,Full,2003,Win,0
907,not bite,Red Card,goalkeeper,his team penalty area,Uruguay,43,Half,2003,Loss,0
908,not bite,yellow card,spectator,off field,Uruguay,5,Half,2003,Win,1
909,not bite,None,None,No location,Uruguay,90,No Moon,2003,Draw,0
910,not bite,Red Card,spectator,off field,Uruguay,44,Half,2003,Loss,0
911,not bite,Suspended for several games,goalkeeper,off field,Uruguay,49,No Moon,2003,Draw,0
912,not bite,Not Caught,midfielder,midfield,Uruguay,84,Full,2003,Draw,1
913,bite,Suspended for several games,defender,his team penalty area,Uruguay,25,Full,2003,Loss,1
914,not bite,Red Card,goalkeeper,off field,Uruguay,24,Full,2003,Draw,2
915,not bite,Not Caught,forward,off field,Uruguay,7,Full,2003,Loss,0
916,not bite,Suspended for several games,spectator,off field,Uruguay,66,No Moon,2003,Loss,0
917,not bite,Suspended for several games,spectator,off field,Uruguay,1,No Moon,2003,Win,1
918,not bite,None,None,No location,Uruguay,90,Half,2003,Loss,1
919,not bite,Red Card,midfielder,opponent team penalty area,Uruguay,37,No Moon,2003,Draw,2
920,not bite,yellow card,referee,his team penalty area,Uruguay,70,Half,2003,Loss,0
921,not bite,None,None,No location,Uruguay,90,No Moon,2003,Draw,1
922,not bite,None,goalkeeper,opponent team penalty area,Uruguay,10,Half,2003,Win,2
923,not bite,Red Card,referee,midfield,Uruguay,77,Full,2003,Win,2
924,bite,Suspended for several games,None,off field,Uruguay,52,Half,2003,Win,2
925,bite,Suspended for several games,midfielder,off field,Uruguay,40,Full,2003,Loss,2
926,not bite,yellow card,defender,opponent team penalty area,Uruguay,29,Half,2003,Loss,2
927,not bite,yellow card,spectator,off field,Uruguay,54,Half,2003,Draw,1
928,not bite,Not Caught,journalist,off field,Uruguay,51,Half,2003,Win,0
929,not bite,Not Caught,spectator,off field,Uruguay,78,No Moon,2003,Loss,0
930,not bite,Suspended for several games,goalkeeper,midfield,Uruguay,42,Half,2003,Win,2
931,not bite,Red Card,goalkeeper,midfield,Uruguay,86,Full,2003,Win,1
932,not bite,None,referee,opponent team penalty area,Uruguay,65,No Moon,2003,Draw,1
933,not bite,None,None,No location,Uruguay,90,Half,2003,Draw,1
934,not bite,Yellow card,referee,off field,Uruguay,26,Full,2003,Win,1
935,not bite,Not Caught,midfielder,midfield,Uruguay,50,Half,2003,Draw,0
936,not bite,None,None,No location,Uruguay,90,Full,2003,Win,0
937,not bite,Red Card,midfielder,midfield,Uruguay,82,Full,2003,Win,0
938,not bite,None,None,No location,Uruguay,90,Half,2003,Draw,2
939,not bite,None,None,No location,Uruguay,90,No Moon,2003,Win,1
940,bite,Yellow card,spectator,off field,Uruguay,82,Full,2003,Win,0
941,not bite,None,journalist,off field,Uruguay,28,No Moon,2003,Win,0
942,not bite,Suspended for several games,goalkeeper,opponent team penalty area,Uruguay,62,Full,2003,Win,2
943,not bite,Red Card,referee,opponent team penalty area,Uruguay,74,Full,2003,Win,3
944,bite,Not Caught,defender,his team penalty area,Uruguay,38,No Moon,2003,Win,2
945,not bite,Yellow card,referee,opponent team penalty area,Uruguay,63,Half,2003,Draw,2
946,bite,Not Caught,goalkeeper,his team penalty area,Uruguay,88,Full,2003,Draw,1
947,not bite,Yellow card,goalkeeper,his team penalty area,Uruguay,55,Full,2003,Win,1
948,not bite,None,None,No location,Uruguay,90,Full,2004,Win,2
949,not bite,None,spectator,off field,Uruguay,79,Half,2004,Loss,1
950,not bite,Red Card,spectator,off field,Uruguay,21,Half,2004,Win,3
951,not bite,Red Card,goalkeeper,off field,Uruguay,61,Full,2004,Draw,1
952,not bite,Not Caught,goalkeeper,his team penalty area,Uruguay,5,Half,2004,Loss,0
953,not bite,Suspended for several games,referee,off field,Uruguay,17,Half,2004,Draw,0
954,bite,None,referee,midfield,Uruguay,82,Half,2004,Draw,0
955,not bite,Yellow card,referee,midfield,Uruguay,58,Full,2004,Loss,2
956,not bite,None,None,No location,Uruguay,90,Half,2004,Win,0
957,not bite,None,referee,off field,Uruguay,61,Half,2004,Win,0
958,not bite,yellow card,spectator,off field,Uruguay,55,Half,2004,Draw,0
959,not bite,None,None,No location,Uruguay,90,No Moon,2004,Win,0
960,not bite,Suspended for several games,None,his team penalty area,Uruguay,55,No Moon,2004,Win,3
961,not bite,Suspended for several games,spectator,off field,Uruguay,32,Half,2004,Win,3
962,not bite,yellow card,spectator,off field,Uruguay,21,Full,2004,Win,0
963,not bite,None,None,No location,Uruguay,90,Full,2004,Win,0
964,bite,Red Card,goalkeeper,midfield,Uruguay,83,Full,2004,Loss,1
965,not bite,Suspended for several games,forward,midfield,Uruguay,1,Full,2004,Win,0
966,bite,None,None,midfield,Uruguay,90,Full,2004,Loss,1
967,not bite,Red Card,goalkeeper,off field,Uruguay,51,Half,2004,Win,0
968,not bite,Yellow card,goalkeeper,midfield,Uruguay,2,Full,2004,Win,1
969,bite,Not Caught,journalist,off field,Uruguay,85,Half,2004,Draw,0
970,not bite,Suspended for several games,forward,midfield,Uruguay,1,Half,2004,Loss,1
971,bite,None,goalkeeper,his team penalty area,Uruguay,89,Full,2004,Win,0
972,not bite,None,None,No location,Uruguay,90,No Moon,2004,Draw,0
973,not bite,Suspended for several games,midfielder,his team penalty area,Uruguay,80,No Moon,2004,Draw,2
974,not bite,None,None,midfield,Uruguay,84,No Moon,2004,Draw,1
975,not bite,Yellow card,forward,off field,Uruguay,9,Full,2004,Win,2
976,bite,None,goalkeeper,his team penalty area,Uruguay,22,Half,2004,Draw,0
977,not bite,None,None,No location,Uruguay,90,No Moon,2004,Draw,2
978,bite,Not Caught,journalist,off field,Uruguay,31,Full,2004,Win,1
979,bite,Suspended for several games,goalkeeper,off field,Uruguay,87,No Moon,2004,Win,1
980,not bite,Suspended for several games,forward,opponent team penalty area,Uruguay,33,Full,2004,Draw,0
981,not bite,Red Card,journalist,off field,Uruguay,80,Half,2004,Draw,1
982,not bite,None,None,No location,Uruguay,90,No Moon,2004,Loss,0
983,not bite,Red Card,spectator,off field,Uruguay,41,No Moon,2004,Win,0
984,not bite,Red Card,goalkeeper,his team penalty area,Uruguay,15,Full,2004,Win,0
985,not bite,Not Caught,goalkeeper,his team penalty area,Uruguay,55,Half,2004,Draw,2
986,not bite,None,midfielder,off field,Uruguay,71,No Moon,2004,Win,2
987,not bite,Yellow card,forward,his team penalty area,Uruguay,23,Full,2004,Draw,1
988,not bite,Yellow card,midfielder,midfield,Uruguay,88,Full,2004,Win,1
989,bite,Yellow card,midfielder,opponent team penalty area,Uruguay,86,Full,2004,Draw,0
990,not bite,Yellow card,journalist,off field,Uruguay,43,Full,2004,Win,1
991,bite,Yellow card,None,midfield,Uruguay,83,Half,2004,Loss,2
992,not bite,None,None,No location,Uruguay,90,Half,2004,Loss,0
993,not bite,Red Card,defender,opponent team penalty area,Uruguay,67,No Moon,2004,Draw,1
994,not bite,None,journalist,off field,Uruguay,25,Full,2004,Win,0
995,not bite,Not Caught,midfielder,midfield,Uruguay,17,Half,2004,Loss,3
996,not bite,yellow card,midfielder,opponent team penalty area,Uruguay,34,No Moon,2004,Draw,1
997,not bite,yellow card,goalkeeper,opponent team penalty area,Uruguay,88,No Moon,2004,Draw,1
998,bite,None,journalist,off field,Uruguay,85,Full,2004,Win,1
999,bite,Suspended for several games,referee,off field,Uruguay,8,No Moon,2004,Loss,2
1000,not bite,None,goalkeeper,midfield,Uruguay,87,No Moon,2004,Loss,1
1001,not bite,None,None,No location,Uruguay,90,Half,2004,Draw,0
1002,not bite,yellow card,goalkeeper,his team penalty area,Uruguay,12,No Moon,2004,Win,0
1003,not bite,Red Card,spectator,off field,Uruguay,51,Full,2004,Draw,1
1004,not bite,Not Caught,journalist,off field,Uruguay,37,No Moon,2004,Draw,2
1005,not bite,yellow card,forward,his team penalty area,Uruguay,18,No Moon,2004,Win,0
1006,bite,Red Card,goalkeeper,opponent team penalty area,Uruguay,87,Half,2004,Loss,1
1007,not bite,Suspended for several games,forward,his team penalty area,Uruguay,47,Full,2004,Draw,0
1008,not bite,Not Caught,journalist,off field,Uruguay,64,Full,2004,Loss,2
1009,bite,Red Card,defender,his team penalty area,Uruguay,9,Full,2004,Loss,0
1010,not bite,Red Card,forward,off field,Uruguay,23,No Moon,2004,Win,2
1011,not bite,yellow card,spectator,off field,Uruguay,6,No Moon,2004,Loss,2
1012,bite,Yellow card,defender,opponent team penalty area,Uruguay,34,Full,2004,Loss,0
1013,bite,Not Caught,journalist,off field,Uruguay,83,Full,2004,Draw,2
1014,not bite,Red Card,defender,off field,Uruguay,21,Half,2004,Draw,1
1015,not bite,Not Caught,midfielder,opponent team penalty area,Uruguay,68,Half,2004,Win,0
1016,not bite,Not Caught,forward,his team penalty area,Uruguay,43,No Moon,2004,Draw,1
1017,bite,Suspended for several games,spectator,off field,Uruguay,5,No Moon,2004,Win,2
1018,bite,None,None,off field,Uruguay,80,Full,2004,Win,2
1019,bite,Not Caught,referee,off field,Uruguay,73,Half,2004,Loss,2
1020,not bite,None,None,No location,Uruguay,90,No Moon,2004,Draw,2
1021,not bite,Yellow card,forward,opponent team penalty area,Uruguay,54,Half,2004,Win,3
1022,not bite,Suspended for several games,journalist,off field,Uruguay,8,Half,2004,Win,2
1023,bite,Red Card,defender,off field,Uruguay,22,No Moon,2004,Loss,1
1024,not bite,Red Card,spectator,off field,Uruguay,29,Half,2004,Win,1
1025,bite,Not Caught,defender,off field,Uruguay,85,Half,2004,Win,0
1026,bite,Yellow card,None,his team penalty area,Uruguay,53,Full,2004,Win,0
1027,not bite,None,None,No location,Uruguay,90,Half,2004,Draw,2
1028,not bite,Not Caught,defender,opponent team penalty area,Uruguay,32,Half,2004,Draw,0
1029,bite,Not Caught,goalkeeper,midfield,Uruguay,88,No Moon,2004,Draw,2
1030,not bite,Yellow card,journalist,off field,Uruguay,61,Full,2004,Loss,0
1031,not bite,yellow card,forward,midfield,Uruguay,66,Full,2004,Win,1
1032,bite,Yellow card,spectator,off field,Uruguay,83,Half,2004,Win,1
1033,not bite,yellow card,referee,off field,Uruguay,6,Full,2004,Win,2
1034,bite,Yellow card,spectator,off field,Uruguay,84,Full,2004,Win,1
1035,not bite,Not Caught,journalist,off field,Uruguay,30,Half,2004,Draw,0
1036,not bite,Suspended for several games,spectator,off field,Uruguay,62,No Moon,2004,Draw,1
1037,not bite,Red Card,None,opponent team penalty area,Uruguay,61,Half,2004,Win,3
1038,bite,Yellow card,None,his team penalty area,Uruguay,45,Full,2004,Loss,1
1039,not bite,Suspended for several games,midfielder,off field,Uruguay,54,No Moon,2004,Draw,1
1040,not bite,None,None,No location,Uruguay,90,No Moon,2004,Loss,0
1041,not bite,None,None,No location,Uruguay,90,Half,2004,Loss,1
1042,bite,Yellow card,defender,midfield,Uruguay,41,Full,2005,Win,1
1043,not bite,None,None,No location,Uruguay,90,No Moon,2005,Win,1
1044,bite,Suspended for several games,journalist,off field,Uruguay,85,Half,2005,Win,1
1045,bite,Suspended for several games,goalkeeper,his team penalty area,Uruguay,20,Half,2005,Draw,2
1046,not bite,Red Card,journalist,off field,Uruguay,80,Full,2005,Draw,3
1047,not bite,Suspended for several games,forward,his team penalty area,Uruguay,37,Half,2005,Win,1
1048,not bite,None,None,midfield,Uruguay,24,No Moon,2005,Loss,0
1049,not bite,None,None,No location,Uruguay,90,No Moon,2005,Win,2
1050,not bite,yellow card,midfielder,midfield,Uruguay,27,No Moon,2005,Win,2
1051,bite,Red Card,referee,midfield,Uruguay,87,Full,2005,Win,0
1052,not bite,None,None,No location,Uruguay,90,Full,2005,Draw,0
1053,not bite,Suspended for several games,midfielder,his team penalty area,Uruguay,2,Half,2005,Draw,1
1054,not bite,Yellow card,journalist,off field,Uruguay,32,Half,2005,Loss,2
1055,not bite,None,None,No location,Uruguay,90,Full,2005,Win,4
1056,not bite,Red Card,goalkeeper,his team penalty area,Uruguay,86,Half,2005,Loss,1
1057,not bite,None,defender,midfield,Uruguay,80,Full,2005,Draw,2
1058,not bite,Red Card,journalist,off field,Uruguay,56,No Moon,2005,Win,0
1059,not bite,Yellow card,spectator,off field,Uruguay,61,No Moon,2005,Loss,2
1060,not bite,Not Caught,goalkeeper,his team penalty area,Uruguay,61,No Moon,2005,Win,0
1061,bite,Suspended for several games,goalkeeper,opponent team penalty area,Uruguay,17,Full,2005,Draw,2
1062,not bite,Yellow card,goalkeeper,his team penalty area,Uruguay,62,Full,2005,Win,2
1063,not bite,yellow card,defender,opponent team penalty area,Uruguay,63,No Moon,2005,Draw,3
1064,bite,Suspended for several games,defender,midfield,Uruguay,81,Full,2005,Draw,1
1065,not bite,Suspended for several games,journalist,off field,Uruguay,66,Half,2005,Loss,0
1066,not bite,Not Caught,None,opponent team penalty area,Uruguay,55,No Moon,2005,Draw,0
1067,not bite,Suspended for several games,spectator,off field,Uruguay,26,Half,2005,Win,1
1068,not bite,None,None,No location,Uruguay,90,Full,2005,Win,1
1069,not bite,Not Caught,referee,his team penalty area,Uruguay,62,Half,2005,Loss,2
