IDN,AGE,COUNTRY,GENDER,IMMIGRANT,HAPPINESS
81939,41,Pakistan,Female,1,5.48
21029,78,Kazakhstan,Male,0,7.24
32283,85,Uruguay,Male,1,7.78
93802,25,Sierra Leone,Female,0,5.97
98483,39,Bangladesh,Male,0,5.79
51133,53,Denmark,Female,1,9.24
81622,33,Congo-Brazzaville,Male,0,4.04
81555,30,Montenegro,Female,0,4.73
78512,41,Luxembourg,Female,0,6.33
71456,57,Iraq,Male,0,3.62
72704,42,Kazakhstan,Female,0,5.54
76997,87,Belarus,Male,0,6.83
17706,48,Swaziland,Female,0,6.49
26606,43,Togo,Female,0,4.14
69272,41,Iraq,Female,0,4.33
91873,66,Azerbaijan,Male,0,5.60
39299,48,Iceland,Female,0,6.92
30164,45,Sweden,Female,0,8.43
41588,89,Brazil,Male,1,7.65
97180,50,Rwand2a4,Female,0,3.43
13872,61,Ukraine,Male,0,4.11
35513,89,Cameroon,Male,0,4.54
15955,58,Botswana,Female,0,4.32
58234,70,Indonesia,Female,0,6.52
17203,79,Nepal,Female,0,6.10
52993,62,Kosovo,Female,0,6.02
37894,25,Bosnia and Herzegovina,Female,0,5.00
27741,55,Kazakhstan,Male,0,6.94
14533,47,Afghanistan,Female,0,2.75
96960,54,Ghana,Male,0,5.02
12955,40,Congo-Kinshasa,Female,0,5.17
96201,47,Botswana,Female,0,4.14
65090,62,Argentina,Male,1,7.77
70617,40,Iceland,Female,0,7.97
72952,75,Palestinian Territories,Male,0,6.10
31052,67,France,Male,0,7.42
38070,46,Azerbaijan,Female,0,5.19
21997,74,Mauritius,Male,0,4.95
67252,34,Cyprus,Male,1,8.89
79863,41,Kenya,Female,0,6.65
41393,74,Cameroon,Male,0,2.66
23046,56,Croatia,Female,0,5.33
76888,32,Djibouti,Female,0,2.51
19998,64,Luxembourg,Male,0,7.40
54063,31,Hong Kong,Female,1,5.55
67377,47,Bahrain,Male,0,5.74
83067,44,New Zealand,Female,0,8.14
14829,52,Belarus,Female,0,7.23
51086,62,Czech Republic,Male,0,5.85
66944,59,Central African Republic,Male,0,5.81
16053,64,Belarus,Female,0,3.77
14936,84,Hong Kong,Female,1,5.22
94150,37,Lebanon,Male,0,5.19
55695,60,South Africa,Male,0,7.64
51254,29,Afghanistan,Male,0,3.73
66752,67,Bosnia and Herzegovina,Male,0,4.50
26513,86,South Korea,Male,0,7.23
49286,50,Zimbabwe,Female,0,5.38
61846,87,Latvia,Male,0,6.71
52236,48,Azerbaijan,Female,0,5.68
23923,51,Georgia,Female,0,5.98
54053,82,Peru,Male,0,7.02
59384,46,Cambodia,Female,0,5.48
40979,34,Malawi,Female,0,4.62
86789,35,North Cyprus,Male,0,4.40
82832,65,Austria,Female,0,7.23
20953,46,Slovakia,Male,1,7.52
44175,59,Lebanon,Male,0,6.72
20168,77,Macedonia,Male,0,4.78
36490,24,Turkmenistan,Female,0,5.79
10305,70,Belgium,Male,1,7.63
94859,60,Turkmenistan,Female,1,5.96
13354,30,Mexico,Male,0,7.25
32680,84,Myanmar,Female,0,5.56
83483,47,Poland,Female,1,8.21
10257,47,Denmark,Male,0,7.79
94572,46,Chad,Male,0,3.09
23785,26,Bangladesh,Female,0,6.81
36114,26,Belarus,Male,0,7.03
30678,29,Canada,Female,0,6.41
85196,46,Congo-Kinshasa,Female,0,4.87
97929,34,Egypt,Female,0,3.42
75067,49,Romania,Female,0,6.75
15870,27,Sri Lanka,Male,0,3.73
40992,51,Greece,Male,0,4.33
92581,40,Costa Rica,Female,0,7.37
20830,56,Guatemala,Female,0,6.71
52415,45,Denmark,Male,0,7.08
72150,74,Cyprus,Female,0,5.88
92717,41,Comoros,Female,0,4.62
57006,28,Bosnia and Herzegovina,Female,1,4.36
44909,58,Mexico,Female,0,6.79
25005,85,Congo-Kinshasa,Female,0,4.93
61644,67,Uganda,Female,0,4.67
78191,53,Congo-Kinshasa,Male,0,2.44
92005,30,Saudi Arabia,Male,0,8.31
31583,64,Palestinian Territories,Female,0,4.86
53008,56,Czech Republic,Female,1,6.75
60233,46,Bolivia,Female,0,4.91
21479,59,Algeria,Female,0,4.74
78252,60,North Cyprus,Male,0,5.69
88130,66,Nepal,Female,0,4.62
97044,43,Philippines,Female,0,6.02
99799,26,Chad,Female,0,4.59
76170,24,Swaziland,Male,0,3.92
19020,85,Central African Republic,Female,0,4.58
37759,77,Mauritania,Male,0,7.20
31096,49,El Salvador,Female,1,6.44
56102,50,Trinidad and Tobago,Male,0,7.66
52125,41,Yemen,Female,0,4.58
21942,33,Iceland,Male,1,8.91
16758,44,Switzerland,Male,0,7.94
20458,26,Iran,Male,0,5.04
20789,58,Denmark,Female,1,6.20
16385,84,France,Female,0,6.84
23212,68,Kuwait,Female,0,4.91
74894,42,Botswana,Female,0,5.26
14101,73,Italy,Male,0,6.20
50232,39,Jordan,Male,0,6.84
88223,40,Comoros,Female,0,3.32
45827,61,Russia,Male,0,6.01
33743,45,Burundi,Male,0,4.51
86594,87,Uzbekistan,Female,0,7.09
52482,41,Syria,Female,0,4.39
59969,46,Chile,Female,0,7.68
90896,40,Thailand,Female,0,8.27
95436,43,Japan,Female,0,6.38
33318,33,Venezuela,Female,0,7.98
67848,86,Turkey,Female,0,5.39
66474,77,Burundi,Female,0,3.79
77856,80,Morocco,Male,0,3.86
79808,58,Georgia,Male,0,4.06
59783,84,Libya,Female,0,4.98
94138,26,France,Male,0,7.70
21248,46,Bosnia and Herzegovina,Female,0,4.55
70120,71,Georgia,Female,0,5.85
42433,65,Hungary,Female,0,6.26
96515,32,Kosovo,Male,0,3.74
27396,73,Pakistan,Female,0,5.45
69103,43,Belarus,Female,0,7.30
88657,54,Tajikistan,Male,0,5.52
12935,44,Uganda,Male,0,5.00
48117,28,Tajikistan,Female,0,5.74
11603,79,Kyrgyzstan,Male,1,5.56
82018,48,Cyprus,Male,0,6.25
62123,69,Ghana,Female,0,3.89
41732,32,Honduras,Male,0,5.12
82210,62,Italy,Male,1,7.57
64940,85,Jordan,Female,0,5.00
12230,54,Iraq,Female,0,4.18
81633,75,Azerbaijan,Female,0,2.89
97736,51,Argentina,Female,0,5.00
82159,31,Kenya,Male,0,4.89
95798,89,Israel,Male,0,7.27
83405,47,Albania,Male,0,6.19
76938,70,Tunisia,Female,0,4.81
43440,25,Mauritius,Female,0,6.55
27896,70,Jamaica,Male,0,5.65
51926,41,Congo-Brazzaville,Male,0,5.12
73328,59,Afghanistan,Male,0,5.23
96369,57,Angola,Male,0,7.11
69921,41,Georgia,Female,0,4.53
64523,75,Cameroon,Female,0,5.47
83715,41,Spain,Male,1,8.10
13651,34,Taiwan,Female,1,8.20
94222,67,Mauritius,Female,0,4.00
53964,35,Dominican Republic,Male,0,5.49
48120,84,Chile,Male,0,6.81
90454,45,Jordan,Female,0,5.88
26010,35,Ecuador,Female,0,7.01
86760,87,Palestinian Territories,Female,0,4.40
10451,73,Jamaica,Male,0,5.31
68008,47,Botswana,Male,0,3.63
84987,44,Bangladesh,Male,0,6.72
14206,45,Benin,Male,0,5.72
77959,44,Chile,Male,0,6.07
26740,47,Lesotho,Male,0,5.63
30397,44,Ireland,Male,1,7.67
86241,44,South Korea,Female,0,6.55
85640,65,Libya,Male,0,4.83
94514,30,Kuwait,Female,0,6.71
23450,71,Tunisia,Female,0,4.54
75365,83,Angola,Male,0,7.43
46006,41,Greece,Male,0,6.75
98258,41,Tajikistan,Male,0,4.82
57548,51,Qatar,Male,0,6.18
67738,45,Laos,Female,0,5.65
24595,41,Hungary,Male,0,6.38
88504,47,Indonesia,Male,0,5.32
68469,30,Ireland,Female,0,6.43
34095,49,Somaliland region,Female,0,4.96
15011,34,Azerbaijan,Male,0,4.26
43571,72,Angola,Female,0,5.52
16201,78,Comoros,Male,0,5.32
53707,43,Laos,Female,0,5.67
79046,43,Cameroon,Male,0,5.90
38816,31,Honduras,Male,0,3.58
33345,41,Somaliland region,Male,0,3.50
17382,27,Moldova,Female,0,7.18
35396,86,Yemen,Female,0,2.63
55937,86,Burundi,Female,0,5.26
80776,32,Kyrgyzstan,Female,0,4.40
34657,89,Tunisia,Female,0,4.11
68552,87,Philippines,Female,0,7.72
93397,65,Hong Kong,Male,0,5.77
80487,47,Guatemala,Female,0,4.28
76461,44,Algeria,Female,0,6.55
81274,82,Switzerland,Female,1,9.54
21484,46,Luxembourg,Female,0,7.25
56448,75,Rwand2a4,Female,0,4.06
80818,61,Algeria,Female,0,4.61
22692,50,Moldova,Female,0,6.82
98379,81,Singapore,Male,0,6.65
96886,82,Mozambique,Male,0,5.94
38588,29,Sri Lanka,Female,0,4.17
86695,70,Madagascar,Female,0,4.43
84996,59,Jordan,Female,0,4.75
81189,79,Denmark,Male,0,7.43
85977,34,Qatar,Male,0,6.16
25323,34,Liberia,Female,0,4.42
14606,68,Honduras,Male,0,3.18
22163,38,India,Female,0,3.51
56956,44,Botswana,Male,0,4.11
80734,64,Armenia,Male,0,3.11
26029,71,North Cyprus,Male,0,5.70
34979,39,Germany,Male,0,6.42
21277,56,Cameroon,Female,0,5.46
29598,70,Russia,Male,1,7.15
52853,49,Mauritius,Female,0,6.56
17104,88,Vietnam,Female,0,7.95
90640,47,Latvia,Male,0,4.47
82253,38,Jordan,Male,0,5.17
41588,76,Congo-Brazzaville,Female,0,2.76
94738,46,Montenegro,Female,0,6.90
17014,44,Mauritius,Male,0,7.53
26213,45,Tajikistan,Female,0,5.10
59067,35,Qatar,Female,0,5.25
56242,49,Nicaragua,Male,0,5.77
84591,37,Georgia,Male,0,3.85
86639,43,Kuwait,Female,0,7.29
84521,68,Haiti,Female,0,6.44
96069,25,Cameroon,Female,0,6.20
17950,53,Iraq,Female,0,5.24
70199,62,Palestinian Territories,Male,0,5.23
61975,54,Malawi,Female,0,4.42
63866,74,Serbia,Female,1,5.68
71986,50,Czech Republic,Male,0,5.83
81119,68,Honduras,Female,0,6.32
52781,67,Argentina,Female,0,7.17
76605,75,Nicaragua,Female,0,4.95
55672,68,Ecuador,Male,0,5.48
41558,78,Oman,Male,0,8.48
36815,45,Azerbaijan,Male,1,4.03
98121,86,Congo-Brazzaville,Male,0,4.27
85470,49,United Kingdom,Female,1,8.44
88958,50,France,Male,0,8.39
13209,56,Mauritius,Male,0,4.44
50176,41,Italy,Female,0,7.32
49224,34,Iceland,Female,0,7.10
88762,43,Bosnia and Herzegovina,Male,0,4.57
22491,80,Canada,Male,0,9.65
23576,89,Croatia,Female,1,6.96
48998,41,Oman,Male,0,6.46
47696,85,Azerbaijan,Male,0,3.53
68838,78,Madagascar,Male,0,4.91
37804,37,Thailand,Male,0,7.09
80387,44,Netherlands,Female,0,8.39
89668,39,Ecuador,Male,0,6.47
77404,41,Mongolia,Female,0,4.81
64863,35,Mexico,Female,0,6.91
16618,26,Ghana,Male,0,5.49
66696,36,Honduras,Female,0,4.47
48675,55,Tanzania,Female,0,4.95
81537,73,Laos,Female,0,5.35
98867,88,Netherlands,Female,0,8.37
12248,31,Denmark,Female,0,8.43
13950,88,Zimbabwe,Female,0,6.43
63827,38,Sudan,Female,0,5.73
56723,39,Lesotho,Male,0,5.77
43438,79,Lebanon,Male,1,5.90
78725,56,Ukraine,Female,0,4.44
60088,31,Russia,Male,0,7.62
63742,88,Sudan,Female,0,4.06
54270,24,Madagascar,Female,0,5.47
40460,48,Cameroon,Male,0,4.06
32474,48,Zimbabwe,Female,0,6.90
47731,74,Botswana,Female,0,4.88
25235,32,Nepal,Male,0,6.00
72990,43,Central African Republic,Female,0,4.59
17611,38,Uruguay,Male,0,7.44
16474,78,France,Female,0,4.75
29861,64,Finland,Male,0,7.77
60520,30,United Kingdom,Male,0,8.18
95550,56,Qatar,Male,0,7.51
65646,46,Madagascar,Male,0,2.65
43237,66,Madagascar,Male,0,2.61
49162,37,Israel,Male,0,8.19
25506,29,Czech Republic,Male,0,5.03
40614,43,Mozambique,Female,0,5.42
29840,83,Oman,Male,0,8.13
92943,41,Italy,Male,0,4.81
44681,52,Russia,Female,0,6.52
71101,34,Poland,Female,1,5.67
54473,28,Estonia,Male,0,7.14
96762,50,Lebanon,Male,0,5.00
51436,57,Cyprus,Male,0,7.14
28514,63,Ecuador,Female,0,7.06
92497,46,Somaliland region,Male,0,5.18
16904,46,Finland,Male,0,5.50
72927,71,Serbia,Female,0,3.26
97935,79,Iran,Male,0,5.61
84588,46,Japan,Female,0,5.21
96734,51,Malaysia,Female,0,6.60
48893,44,Oman,Male,0,8.94
18337,79,Costa Rica,Male,0,8.69
50183,43,Benin,Female,0,4.91
81797,75,Sierra Leone,Male,0,3.81
31917,41,Ecuador,Male,0,5.96
77922,84,Albania,Male,0,7.94
16925,82,Myanmar,Female,0,4.00
98790,48,Singapore,Male,1,7.88
89558,51,Hong Kong,Female,0,5.75
37608,46,Australia,Female,0,9.15
50528,43,Estonia,Female,0,7.49
55932,35,Afghanistan,Male,0,4.76
39151,70,North Cyprus,Male,1,8.48
61842,78,United Kingdom,Male,0,7.17
24476,65,Kyrgyzstan,Male,0,3.67
71338,49,Mexico,Female,0,8.20
24474,44,Tunisia,Female,0,4.81
34191,52,Pakistan,Female,0,7.08
39944,31,Armenia,Female,1,6.55
58900,44,Congo-Brazzaville,Female,0,4.34
76891,43,Slovenia,Male,0,4.62
58637,70,Bahrain,Female,0,4.49
12833,62,Montenegro,Male,0,6.34
51660,50,Thailand,Male,0,6.29
87184,43,Czech Republic,Male,0,6.82
80247,45,Senegal,Female,0,4.59
91183,44,Mauritania,Female,0,4.22
80287,71,Djibouti,Female,0,2.97
27100,58,Australia,Female,0,8.27
40793,29,Estonia,Male,0,7.79
76333,63,Denmark,Female,0,8.60
62317,35,Georgia,Female,0,5.90
28708,68,France,Male,0,6.32
14162,72,Italy,Female,1,6.18
94195,46,Taiwan,Female,0,5.91
61652,41,Serbia,Female,0,6.11
14237,24,Syria,Female,0,5.33
48414,77,Iraq,Male,1,5.12
12271,63,Croatia,Male,0,7.79
72188,63,Comoros,Female,0,3.09
79019,43,Saudi Arabia,Male,0,7.17
63754,43,Vietnam,Female,0,3.90
57722,56,Finland,Female,0,8.80
64462,82,Belgium,Female,1,9.20
76563,29,Estonia,Female,0,6.61
64328,23,Algeria,Female,0,5.94
24578,34,Lesotho,Female,0,4.74
27656,55,Guatemala,Female,0,5.80
66345,66,Cameroon,Male,0,3.12
83263,32,Afghanistan,Male,0,5.41
59420,32,Qatar,Female,0,7.38
43420,71,Congo-Brazzaville,Female,0,4.69
83107,50,Yemen,Female,0,5.56
13310,42,Turkey,Female,0,5.53
63686,61,Mali,Female,0,3.63
92170,38,Myanmar,Male,1,6.78
74979,38,Colombia,Male,0,8.67
51052,63,Tanzania,Male,0,2.80
80023,82,Sweden,Female,0,9.36
97317,87,Rwand2a4,Female,0,3.27
25406,43,Spain,Male,0,6.75
15836,86,Iraq,Female,1,6.49
99991,67,Mexico,Male,0,6.09
74081,48,Ireland,Female,0,6.50
70055,31,Kenya,Male,0,5.03
10083,59,Netherlands,Male,1,8.74
93809,57,Iraq,Female,0,7.18
36322,70,Niger,Female,0,4.55
89889,88,Albania,Female,0,3.52
12100,44,Yemen,Female,0,5.64
99134,75,Laos,Female,0,6.06
76504,74,United Arab Emirates,Male,0,9.45
36962,36,Taiwan,Male,0,7.78
78955,59,Uganda,Female,0,4.21
78322,28,Kuwait,Female,0,8.37
64885,33,Paraguay,Female,0,7.86
53823,50,Congo-Kinshasa,Male,0,3.42
41941,44,Ghana,Male,0,3.47
88775,44,Macedonia,Male,0,3.91
42521,40,Luxembourg,Male,0,8.52
90791,48,Macedonia,Male,0,4.20
76904,56,Kosovo,Female,0,5.57
37729,48,Japan,Male,0,7.18
44418,76,Indonesia,Female,0,5.76
77500,82,Slovenia,Male,0,7.46
95992,47,United Arab Emirates,Female,1,8.47
15407,44,Chad,Male,0,4.48
49900,51,Belarus,Female,1,5.11
62984,32,Kuwait,Male,0,5.41
44102,23,Ukraine,Female,1,4.32
34579,23,Mali,Male,0,5.61
79028,23,France,Male,1,9.49
17936,25,Sri Lanka,Male,0,5.67
59762,65,Brazil,Female,0,8.99
10644,86,Mozambique,Female,0,5.83
82079,49,Saudi Arabia,Female,0,8.08
47177,24,Sweden,Female,0,8.06
35500,84,Russia,Male,0,4.62
39586,80,Philippines,Female,0,3.72
20519,79,Lesotho,Male,0,4.72
20295,30,Mauritius,Female,1,7.59
45422,50,Malaysia,Female,0,6.46
35711,49,Romania,Female,0,3.04
43688,32,Jordan,Female,1,7.29
74306,78,Bahrain,Female,0,4.71
98973,63,Zimbabwe,Male,0,4.59
10804,66,Oman,Male,0,6.78
42306,52,Mongolia,Female,0,5.48
62670,69,Qatar,Female,0,6.24
68104,53,Ghana,Female,0,3.18
21794,70,Nicaragua,Male,0,3.80
17364,74,Belgium,Male,1,8.05
57828,58,Sudan,Male,0,3.13
19281,34,Algeria,Male,0,6.58
94010,31,Swaziland,Female,0,4.49
85786,43,Kosovo,Female,0,4.48
72951,50,Lithuania,Male,0,5.29
32341,33,China,Male,0,5.05
13851,61,Algeria,Male,0,5.64
28407,37,Afghanistan,Female,0,6.32
94092,70,Rwand2a4,Female,0,3.88
73772,40,Costa Rica,Female,0,6.66
63644,77,Yemen,Male,0,5.21
72324,50,Senegal,Female,0,2.97
43681,44,Netherlands,Male,0,6.40
62788,86,Bolivia,Female,0,6.97
14340,81,Portugal,Female,0,7.60
79996,62,Yemen,Male,0,4.59
19962,81,Slovenia,Male,0,7.79
80946,79,Libya,Male,0,4.64
72934,42,Cameroon,Male,0,5.57
98318,73,Mauritania,Female,0,4.77
89225,88,Algeria,Male,1,5.83
50430,53,Cyprus,Female,1,7.70
28414,46,Ghana,Female,0,5.16
34396,81,Burkina Faso,Female,0,5.35
97473,43,United Arab Emirates,Female,0,8.74
46719,68,Indonesia,Male,0,6.16
42941,45,South Korea,Male,0,6.02
75383,61,Germany,Female,1,5.94
70576,40,South Korea,Male,0,5.09
55741,87,Jamaica,Female,0,4.27
73433,28,India,Male,0,5.03
98946,62,Malawi,Male,0,4.38
54524,73,South Korea,Female,0,6.79
34934,25,Uzbekistan,Female,0,5.20
28255,62,Kyrgyzstan,Male,0,4.84
24555,44,Israel,Male,0,7.31
90495,87,Israel,Male,1,9.45
62841,54,Comoros,Male,0,5.11
28621,88,Indonesia,Male,0,5.57
62350,75,South Africa,Female,0,5.68
21246,63,Latvia,Female,0,4.65
76335,45,Kosovo,Female,0,4.73
94502,64,Vietnam,Male,0,4.21
39972,64,Turkmenistan,Female,0,6.13
13962,48,Jamaica,Male,1,5.08
27158,46,Turkey,Female,0,4.76
97875,41,Norway,Male,0,10.04
84476,58,Poland,Male,0,4.92
27821,28,Mali,Female,0,3.97
75740,40,Gabon,Female,0,4.18
58900,30,France,Male,0,9.29
47225,56,Congo-Kinshasa,Male,0,5.10
29532,41,Brazil,Male,0,7.03
36082,46,Angola,Male,0,5.65
27647,25,Pakistan,Male,0,5.29
31839,70,Brazil,Male,0,6.53
66166,42,Taiwan,Female,0,5.44
91799,83,Serbia,Female,0,6.31
11864,69,Denmark,Male,1,7.91
15061,23,Ireland,Male,0,5.94
19906,39,Swaziland,Male,1,6.01
26675,26,Benin,Female,0,3.73
32021,44,United States,Male,1,7.70
24326,56,Suriname,Male,0,6.60
59353,78,Lebanon,Female,0,5.51
63535,49,Tajikistan,Female,0,3.30
92188,67,Cameroon,Female,0,5.86
85846,50,Ecuador,Male,0,7.85
28478,50,Bangladesh,Male,0,4.61
13246,52,Tajikistan,Female,0,4.34
83940,70,Georgia,Male,0,3.33
57286,28,Azerbaijan,Male,0,5.25
93457,77,Austria,Female,0,8.55
57364,35,Taiwan,Male,0,7.51
36879,48,Trinidad and Tobago,Female,1,7.83
62263,85,India,Male,1,4.15
58267,31,Japan,Male,0,6.27
82094,44,Denmark,Female,0,9.18
81302,62,Sierra Leone,Female,0,4.05
55056,87,Bahrain,Female,0,4.00
28483,54,Mongolia,Male,0,5.85
96131,53,United Arab Emirates,Female,0,8.25
10552,25,Azerbaijan,Female,0,6.31
90571,68,United Kingdom,Female,0,7.84
17621,44,Australia,Female,0,8.34
51855,86,Iceland,Female,0,8.72
61227,40,Moldova,Female,0,4.98
61312,52,Yemen,Female,0,6.40
62822,83,Kazakhstan,Female,0,7.41
74795,56,Lebanon,Male,0,3.69
76927,48,Bahrain,Male,0,5.67
85086,59,Tunisia,Female,0,5.34
84986,60,Poland,Male,0,8.01
86189,60,Poland,Female,0,4.47
88558,43,Costa Rica,Female,1,6.88
30651,76,Nepal,Female,0,4.89
33486,45,Swaziland,Male,0,6.65
37354,69,Nepal,Male,0,4.19
53366,37,Latvia,Female,0,6.15
46936,44,Suriname,Female,0,7.47
74648,67,Guinea,Female,0,3.80
32151,23,Turkmenistan,Female,0,5.22
14818,77,Germany,Female,0,6.82
95816,83,Algeria,Female,0,6.26
15689,43,Cyprus,Male,0,7.74
47280,78,Ireland,Male,0,6.39
50549,44,United Arab Emirates,Male,0,9.10
17432,35,Canada,Male,0,8.92
77300,38,Moldova,Male,0,6.50
70409,61,Nicaragua,Male,0,6.14
88861,43,Belgium,Male,1,7.92
88886,80,Congo-Kinshasa,Female,0,4.04
10001,56,Yemen,Female,0,2.85
21346,55,Sierra Leone,Male,0,5.33
18257,63,Denmark,Female,0,8.16
54025,70,Cambodia,Male,0,4.16
55912,44,Sudan,Female,0,5.29
15096,52,Trinidad and Tobago,Female,0,7.59
63694,46,Spain,Male,1,8.10
34584,37,Malaysia,Female,0,6.48
66895,43,Syria,Female,0,4.44
14522,76,Uruguay,Female,0,5.36
39631,51,Oman,Female,0,7.05
16391,48,Haiti,Female,0,2.84
38201,87,Italy,Female,0,6.37
59226,32,Ethiopia,Male,0,4.91
22304,66,Turkey,Male,0,6.75
94420,30,Thailand,Female,0,7.74
89934,82,Mauritius,Male,0,5.15
34022,65,Saudi Arabia,Female,0,7.66
82929,40,Niger,Male,0,4.87
22789,23,Guinea,Male,0,4.84
48976,83,Mali,Female,0,5.68
48800,43,Vietnam,Male,0,5.47
69000,30,Netherlands,Female,0,8.25
56388,89,Dominican Republic,Female,0,4.81
76815,51,Vietnam,Female,0,5.81
13649,81,Paraguay,Male,0,6.34
18385,70,Belarus,Male,0,6.39
26364,84,Slovakia,Male,0,7.04
51346,51,Japan,Female,1,7.44
43643,40,Morocco,Male,0,5.26
81913,41,Peru,Female,0,5.70
40947,78,Turkey,Male,0,6.15
29305,62,Mauritania,Male,0,4.52
32665,86,Syria,Male,0,3.36
26821,44,Algeria,Male,1,5.97
96408,43,Rwand2a4,Female,0,2.03
73693,41,Ghana,Female,0,6.44
94067,53,Burkina Faso,Female,0,4.21
45496,43,Palestinian Territories,Female,0,4.57
34430,50,Senegal,Male,0,4.82
49852,43,Turkey,Male,0,4.70
87811,77,Qatar,Male,0,8.32
92058,67,Norway,Male,0,9.26
38822,49,Slovakia,Male,1,6.42
14198,44,Chile,Male,1,6.82
93920,41,Lesotho,Male,1,5.26
20688,42,Denmark,Male,0,8.54
62803,39,South Africa,Male,0,5.45
89034,23,Serbia,Female,0,5.65
97354,42,Canada,Female,1,9.45
51176,61,Malawi,Female,0,3.50
17923,24,Canada,Female,0,7.01
91875,68,Bosnia and Herzegovina,Male,1,5.91
83481,89,Belarus,Male,0,5.47
68505,74,Algeria,Female,0,6.84
58375,80,Turkmenistan,Male,0,5.59
19999,40,Macedonia,Male,0,4.13
22903,88,North Cyprus,Female,0,5.10
50610,38,India,Female,1,6.03
28153,24,Georgia,Male,0,3.71
96723,86,Kyrgyzstan,Male,0,5.22
86569,41,Central African Republic,Male,0,3.58
41750,46,Rwand2a4,Male,0,4.17
96907,64,Chad,Female,0,2.96
65177,31,Zambia,Female,0,6.10
36020,50,Oman,Male,0,6.04
62912,47,Botswana,Male,0,3.56
35176,58,Bosnia and Herzegovina,Male,0,4.11
76572,76,Zimbabwe,Male,0,3.58
43034,62,Tajikistan,Female,0,5.70
50219,73,Israel,Female,0,8.15
69583,68,Liberia,Female,0,5.77
18536,42,Bahrain,Female,0,5.65
84787,23,Greece,Male,0,4.49
46155,73,Bahrain,Male,0,7.12
99415,44,Iraq,Male,0,5.28
97544,63,El Salvador,Male,0,6.45
90099,54,Egypt,Male,0,3.51
69660,44,Malaysia,Male,0,5.10
90404,53,Jamaica,Female,0,5.33
20694,76,Trinidad and Tobago,Male,1,8.31
27359,59,Canada,Female,0,7.61
66607,40,Malawi,Female,0,5.59
31934,64,Cambodia,Female,0,3.83
16638,70,Russia,Female,0,5.58
50125,58,Czech Republic,Female,0,6.90
80459,47,Lithuania,Female,0,5.85
32926,51,Somaliland region,Male,0,6.38
81534,86,Bosnia and Herzegovina,Female,0,5.01
36487,65,United Arab Emirates,Male,0,7.63
85531,45,Hong Kong,Female,1,7.32
37452,24,Bahrain,Female,0,5.36
45797,33,Taiwan,Male,0,6.41
17079,44,United States,Female,1,9.33
29490,64,Syria,Male,0,2.13
63223,88,Denmark,Female,0,7.44
97673,72,Zimbabwe,Male,0,5.21
80484,23,Netherlands,Male,0,9.84
54812,47,Malawi,Male,0,3.82
31198,76,Mongolia,Female,1,3.99
90729,44,Cyprus,Male,0,6.30
57043,43,Botswana,Male,0,2.77
12438,62,United States,Female,0,8.87
68022,67,Georgia,Male,0,6.67
66473,49,El Salvador,Female,0,5.76
88736,84,Mauritius,Male,0,7.64
84814,42,Montenegro,Male,0,6.54
88939,49,Nepal,Female,0,3.63
60520,43,Uganda,Female,0,4.86
21680,48,Japan,Female,0,5.74
97875,43,Peru,Female,1,7.50
27080,87,Mexico,Male,0,8.70
91288,51,Sri Lanka,Male,0,4.03
19196,49,Tanzania,Male,0,4.88
35281,32,Ukraine,Male,0,5.16
89386,49,Czech Republic,Male,0,5.69
50023,64,Burkina Faso,Female,0,5.94
28693,43,Algeria,Male,0,4.68
17355,28,Cameroon,Male,0,5.81
65199,29,Senegal,Female,0,5.39
95035,75,Macedonia,Male,0,5.44
97038,59,Libya,Female,0,3.75
55143,54,Cameroon,Female,0,6.62
35081,31,China,Male,0,5.66
34280,28,Swaziland,Male,0,3.59
32891,76,China,Female,1,6.63
53560,53,Portugal,Female,0,5.81
14055,80,Trinidad and Tobago,Male,0,6.64
35986,81,Georgia,Female,0,2.41
31642,47,Serbia,Male,0,4.30
22600,44,Sierra Leone,Female,0,5.42
18735,40,Luxembourg,Female,0,6.57
62054,83,Slovenia,Female,0,7.15
45013,72,Niger,Female,0,5.38
77258,58,Latvia,Male,0,4.80
94460,41,South Africa,Female,0,5.53
50852,88,Ethiopia,Female,1,4.93
36074,54,Saudi Arabia,Female,0,6.11
26434,38,Malta,Male,0,6.51
15894,50,Australia,Male,0,9.16
59113,30,Ethiopia,Female,0,5.99
96936,57,France,Female,0,6.32
72741,67,Nigeria,Male,0,6.80
22177,57,Dominican Republic,Male,0,5.19
72975,43,Kosovo,Female,0,5.73
71275,81,Estonia,Male,0,6.32
14660,41,Jordan,Female,0,4.28
26831,41,Bulgaria,Male,0,3.39
87824,48,Uganda,Male,0,4.89
52664,81,Slovenia,Female,0,4.80
25326,34,Nepal,Female,0,4.42
45094,43,Sierra Leone,Female,0,5.49
66621,59,Malta,Female,0,6.31
32645,34,Slovakia,Male,0,6.21
97083,46,Cyprus,Female,0,6.86
13160,36,Germany,Female,0,6.38
20578,28,Australia,Female,0,6.50
50058,38,Panama,Male,0,6.90
40902,40,Pakistan,Male,0,6.92
93630,48,Germany,Female,0,5.89
40033,46,Poland,Male,0,7.86
88483,67,Ukraine,Male,0,4.56
82939,87,Kuwait,Female,0,5.92
31485,77,Belarus,Male,0,5.78
47533,47,Nigeria,Male,0,6.56
27476,27,Serbia,Male,0,5.79
89009,83,Madagascar,Female,0,4.31
29385,38,Serbia,Male,0,6.56
